,Target,Model,Parameters,AUC-ROC,AP
1254,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:60,max_features:5",0.8510833124843633,0.010437788041769962
1255,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:60,max_features:6",0.850933199899925,0.010377283445091734
1256,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:60,max_features:7",0.8609607205404053,0.011706434658108642
1257,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:60,max_features:8",0.8543557668251188,0.01051586600093998
1258,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:60,max_features:9",0.8488716537403052,0.010366154648898366
1259,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:1",0.8432824618463848,0.009734953596884009
1260,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:2",0.8405103827870903,0.01033422110079482
1261,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:3",0.8456042031523643,0.01043479977660209
1262,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:4",0.8408056042031524,0.009860514635379153
1263,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:5",0.8455591693770328,0.010429380059682695
1264,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:6",0.8583387540655492,0.011526464160382782
1265,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:7",0.8566875156367275,0.010724873930161524
1266,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:8",0.8492969727295472,0.010221870130702904
1267,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:110,max_features:9",0.8485464098073555,0.0100508271009955
1268,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:1",0.8360520390292719,0.009679299367506857
1269,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:2",0.8425819364523393,0.010516216456437034
1270,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:3",0.8477658243682762,0.010803458273534357
1271,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:4",0.8450688016012009,0.010419339225398744
1272,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:5",0.8497423067300476,0.010594584271897991
1273,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:6",0.8489367025268951,0.010318014062464312
1274,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:7",0.859729797348011,0.011188054724217786
1275,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:8",0.85729797348011,0.010793321780685287
1276,DoS GoldenEye,Isolation Forest,"n_est:600,max_samples:160,max_features:9",0.8627470602952214,0.011893864164293633
1277,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:1",0.8499224418313736,0.012486348924996966
1278,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:2",0.8754916187140355,0.024031793721431778
1279,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:3",0.8590693019764823,0.014269012415711522
1280,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:4",0.850327745809357,0.01256437599458382
1281,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:5",0.8616062046534901,0.012847934713530608
1282,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:6",0.8547960970728046,0.011355662898940399
1283,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:7",0.8539054290718039,0.011153225960267547
1284,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:8",0.8624368276207155,0.012235540413815835
1285,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:10,max_features:9",0.8612459344508381,0.013770913880962361
1286,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:1",0.8436077057793345,0.010613637394960846
1287,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:2",0.8487765824368276,0.010378903335465569
1288,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:3",0.8503377533149863,0.011276693536506883
1289,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:4",0.8499974981235927,0.01070946889586664
1290,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:5",0.8539004253189892,0.011092181520459066
1291,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:6",0.8474055541656242,0.010322888329091603
1292,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:7",0.8464598448836628,0.010126205845123578
1293,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:8",0.8556067050287716,0.010847292598018168
1294,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:60,max_features:9",0.8533550162621967,0.010530270894934395
1295,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:1",0.8488916687515637,0.010948760720225197
1296,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:2",0.8510883162371778,0.010950762833901275
1297,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:3",0.8414811108331248,0.010100071388284908
1298,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:4",0.8484913685263948,0.010317525939392218
1299,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:5",0.8507230422817113,0.010823621802962705
1300,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:6",0.8476307230422817,0.01046293529916266
1301,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:7",0.8633375031273455,0.011513652334867381
1302,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:8",0.8573079809857393,0.010789996924133982
1303,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:110,max_features:9",0.8582336752564423,0.011013556475526492
1304,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:1",0.8335201401050788,0.009399091694963587
1305,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:2",0.8454290718038528,0.011047343991047273
1306,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:3",0.8433074806104579,0.010183554514565898
1307,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:4",0.8505579184388291,0.010601082110541822
1308,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:5",0.8441731298473856,0.010001685997023906
1309,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:6",0.8614510883162372,0.011143466919307454
1310,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:7",0.8619314485864398,0.011071466909857641
1311,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:8",0.863742807105329,0.011364066735467426
1312,DoS GoldenEye,Isolation Forest,"n_est:700,max_samples:160,max_features:9",0.862341756317238,0.011391766620427372
1313,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:1",0.841195896922692,0.013314662691906115
1314,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:2",0.849967475606705,0.011231680325584243
1315,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:3",0.845749311983988,0.011037293627339368
1316,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:4",0.8520640480360271,0.011029616344314788
1317,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:5",0.8652489367025269,0.021502956814448304
1318,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:6",0.8562171628721541,0.010962728862506686
1319,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:7",0.8590592944708532,0.013012182233343963
1320,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:8",0.8616612459344508,0.0155873273438147
1321,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:10,max_features:9",0.8612909682261696,0.012267044952485581
1322,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:1",0.8345809357017764,0.010633178914150623
1323,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:2",0.8424218163622716,0.010537024194584731
1324,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:3",0.8470202651988992,0.010647900836154234
1325,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:4",0.8492619464598449,0.010817240745707836
1326,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:5",0.8443782837127846,0.010266587975937512
1327,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:6",0.8631873905429072,0.011548658565640194
1328,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:7",0.8575331498623968,0.010983186691313531
1329,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:8",0.8549662246685014,0.010735146166204324
1330,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:60,max_features:9",0.8604403302476857,0.011008341817174165
1331,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:1",0.8447985989492118,0.010321171865161708
1332,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:2",0.844848636477358,0.010689229413738031
1333,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:3",0.8510382787090318,0.010325856064419174
1334,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:4",0.8498423817863398,0.010664023373035444
1335,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:5",0.851433575181386,0.01042821970230077
1336,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:6",0.8563972979734802,0.01092377187506808
1337,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:7",0.8544608456342256,0.01076429253171755
1338,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:8",0.8552314235676758,0.010692344919577556
1339,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:110,max_features:9",0.8581686264698525,0.010983963085691384
1340,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:1",0.8450587940955716,0.010092245903466655
1341,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:2",0.8427420565424069,0.010010952631384271
1342,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:3",0.8413460095071303,0.009767968906591228
1343,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:4",0.8473455091318489,0.010113054895036703
1344,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:5",0.8427670753064799,0.009673013890634886
1345,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:6",0.852629472104078,0.01059348870906685
1346,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:7",0.8534100575431574,0.010501449742983756
1347,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:8",0.8556567425569177,0.010570892290701095
1348,DoS GoldenEye,Isolation Forest,"n_est:800,max_samples:160,max_features:9",0.8527395546659995,0.010503934845672665
1349,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:1",0.8523742807105329,0.012110284534269634
1350,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:2",0.8507030272704528,0.011327840670631778
1351,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:3",0.8619564673505129,0.013224568377906256
1352,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:4",0.8579984988741556,0.011930576143706207
1353,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:5",0.8593345008756568,0.011897944013188954
1354,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:6",0.8651338503877908,0.013166729673165617
1355,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:7",0.8508131098323743,0.010642458346370743
1356,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:8",0.8609607205404053,0.011907128435915817
1357,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:10,max_features:9",0.867870903177383,0.01268323184278358
1358,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:1",0.8190242682011508,0.009893758808008156
1359,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:2",0.8427920940705529,0.0098868187813453
1360,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:3",0.8466199649737303,0.010526666948162153
1361,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:4",0.8462196647485614,0.010187048303486483
1362,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:5",0.8509231923942957,0.010972314559212694
1363,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:6",0.8434025519139354,0.009934878422727403
1364,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:7",0.8510582937202902,0.010448952329821494
1365,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:8",0.8513234926194646,0.010542376292867868
1366,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:60,max_features:9",0.8554766074555917,0.010726164244443047
1367,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:1",0.8442631973980486,0.010240753322722443
1368,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:2",0.8449086815111333,0.010573103855854749
1369,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:3",0.8518889166875157,0.010985424131448037
1370,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:4",0.8504328246184638,0.010369643746028293
1371,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:5",0.8507680760570427,0.010368964103815395
1372,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:6",0.8612809607205405,0.011999553124240931
1373,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:7",0.8595696772579435,0.010878202758876358
1374,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:8",0.8562421816362272,0.010831686519220108
1375,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:110,max_features:9",0.8617863397548161,0.011042005524914654
1376,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:1",0.8462646985238929,0.011525842416479002
1377,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:2",0.8591143357518138,0.011449835223523653
1378,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:3",0.8442531898924193,0.010132700636993825
1379,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:4",0.8375531648736553,0.009578289893344867
1380,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:5",0.8545208906680011,0.010564955172967565
1381,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:6",0.8575231423567676,0.01119697318761983
1382,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:7",0.8573430072554415,0.011040648763826138
1383,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:8",0.8634926194645984,0.011539568735796934
1384,DoS GoldenEye,Isolation Forest,"n_est:900,max_samples:160,max_features:9",0.8635376532399299,0.011320387706995028
1385,DoS GoldenEye,Local Outlier Factor,n_neighbors:10,0.7854040530397799,0.009652751106143017
1386,DoS GoldenEye,Local Outlier Factor,n_neighbors:20,0.8573680260195147,0.011649809311836205
1387,DoS GoldenEye,Local Outlier Factor,n_neighbors:30,0.8306479859894921,0.009296941179370667
1388,DoS GoldenEye,Local Outlier Factor,n_neighbors:40,0.8136252189141856,0.008371862230764545
1389,DoS GoldenEye,Local Outlier Factor,n_neighbors:50,0.6867300475356517,0.005808256463711641
1390,DoS GoldenEye,Local Outlier Factor,n_neighbors:60,0.6172279209407056,0.004602569348474177
1391,DoS GoldenEye,Local Outlier Factor,n_neighbors:70,0.7106780085063797,0.005315338683162363
1392,DoS GoldenEye,Local Outlier Factor,n_neighbors:80,0.732359269452089,0.005575317386377023
1393,DoS GoldenEye,Local Outlier Factor,n_neighbors:90,0.7368176132099074,0.0056595657686246085
1394,DoS GoldenEye,Local Outlier Factor,n_neighbors:100,0.7341456092069052,0.005575177375966685
1395,DoS GoldenEye,Local Outlier Factor,n_neighbors:110,0.7282661996497373,0.005461909261567356
1396,DoS GoldenEye,Local Outlier Factor,n_neighbors:120,0.7120440330247686,0.005172105823668082
1397,DoS GoldenEye,Local Outlier Factor,n_neighbors:130,0.7117137853390043,0.005165973892191569
1398,DoS GoldenEye,Local Outlier Factor,n_neighbors:140,0.7080710532899674,0.005334422537036511
1399,DoS GoldenEye,Local Outlier Factor,n_neighbors:150,0.705814360770578,0.005351678012203362
1400,DoS GoldenEye,Local Outlier Factor,n_neighbors:160,0.7000800600450338,0.005337828403626265
1401,DoS GoldenEye,Local Outlier Factor,n_neighbors:170,0.6840430322742057,0.005094202141612599
1402,DoS GoldenEye,Local Outlier Factor,n_neighbors:180,0.656772579434576,0.004874937400910917
1403,DoS GoldenEye,Local Outlier Factor,n_neighbors:190,0.6491118338754065,0.004817798509380331
1404,DoS Hulk,xStream,"k:50,nchains:50,depth:10",0.8045676594275544,0.2770658190284767
1405,DoS Hulk,xStream,"k:50,nchains:50,depth:20",0.7706146013939358,0.2170262357870299
1406,DoS Hulk,xStream,"k:50,nchains:100,depth:10",0.7932699233049497,0.25835067786409255
1407,DoS Hulk,xStream,"k:50,nchains:100,depth:20",0.7873192919164899,0.2691445407347859
1408,DoS Hulk,xStream,"k:100,nchains:50,depth:10",0.7897772834287722,0.2513643603978205
1409,DoS Hulk,xStream,"k:100,nchains:50,depth:20",0.8067649659155789,0.28249388501399064
1410,DoS Hulk,xStream,"k:100,nchains:100,depth:10",0.8074515239576535,0.2679364817024308
1411,DoS Hulk,xStream,"k:100,nchains:100,depth:20",0.7772537590838816,0.2408559063441964
1412,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:1",0.5589496609636716,0.12886673494614906
1413,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:2",0.7079563023083162,0.3753491411196945
1414,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:3",0.6470611991627753,0.22104311542891597
1415,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:4",0.7727269082347892,0.3478930153648459
1416,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:5",0.6356972712051521,0.26329823940988406
1417,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:6",0.6457558057820755,0.24876312676990722
1418,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:7",0.7705728305553174,0.41423982470562576
1419,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:8",0.6524786509462517,0.32174447856883964
1420,DoS Hulk,Isolation Forest,"n_est:100,max_samples:10,max_features:9",0.6577752370221722,0.21683885306091472
1421,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:1",0.57814026312275,0.13946164230817712
1422,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:2",0.6952209349319682,0.18639986779682494
1423,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:3",0.6260652657325161,0.19042940189166513
1424,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:4",0.6211809206555265,0.1589094245316957
1425,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:5",0.657739589657278,0.1967932354856486
1426,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:6",0.6927929776003331,0.188563162821511
1427,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:7",0.745176962558749,0.24269974451321003
1428,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:8",0.7338362892215782,0.21785966713243776
1429,DoS Hulk,Isolation Forest,"n_est:100,max_samples:60,max_features:9",0.7419759166694369,0.2503267407994757
1430,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:1",0.6207390828669288,0.1432142711211362
1431,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:2",0.6583248916874136,0.1440899245995218
1432,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:3",0.6972946784680585,0.20444765603516704
1433,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:4",0.721431953918819,0.20256966058620263
1434,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:5",0.7118086962657891,0.2456343709596586
1435,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:6",0.7064373163322375,0.18311262968124964
1436,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:7",0.6667841790433734,0.1684009959738301
1437,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:8",0.7756797347427821,0.2502487067413627
1438,DoS Hulk,Isolation Forest,"n_est:100,max_samples:110,max_features:9",0.6892407796523383,0.21782207983131985
1439,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:1",0.5989179384538403,0.1431952758127647
1440,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:2",0.6116974094207018,0.1561055358799362
1441,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:3",0.6970003143383179,0.18979170459395855
1442,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:4",0.6508581902627436,0.16862764810757425
1443,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:5",0.6304000290427612,0.19691238437243827
1444,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:6",0.6559252918710012,0.16083642943502635
1445,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:7",0.7731520522676391,0.22027127794674656
1446,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:8",0.6773810690185471,0.1854982976983635
1447,DoS Hulk,Isolation Forest,"n_est:100,max_samples:160,max_features:9",0.6621047516406535,0.188969834172992
1448,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:1",0.8407462356674266,0.5209846205865228
1449,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:2",0.666700491569143,0.20664505695391783
1450,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:3",0.6386053380361612,0.1891707542911818
1451,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:4",0.6715814833152836,0.24085295880823135
1452,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:5",0.6570079803442326,0.2648091823230668
1453,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:6",0.6636886901773066,0.21248315782756436
1454,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:7",0.7045834346622438,0.29813616554631134
1455,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:8",0.684284119266606,0.326648879346061
1456,DoS Hulk,Isolation Forest,"n_est:200,max_samples:10,max_features:9",0.7381460483474495,0.2692070880793772
1457,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:1",0.7091833298050461,0.1861056291061399
1458,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:2",0.7038914092329154,0.2080614115167986
1459,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:3",0.7250631009387577,0.19743011519730955
1460,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:4",0.6099775151876727,0.17254041776238843
1461,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:5",0.6490998785219451,0.1942470726997132
1462,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:6",0.6812751609161416,0.2943929816264359
1463,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:7",0.6478840773937096,0.1985282192217568
1464,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:8",0.6597978058135676,0.18044689942061581
1465,DoS Hulk,Isolation Forest,"n_est:200,max_samples:60,max_features:9",0.7248637235502385,0.2469926491553439
1466,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:1",0.6499710155577055,0.1685386729725063
1467,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:2",0.649713100676323,0.17494976026810624
1468,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:3",0.6944116887199199,0.18910568724737986
1469,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:4",0.6314565469556712,0.16499734943742708
1470,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:5",0.7560584482651033,0.212820139321947
1471,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:6",0.7291112273599138,0.2308845318220039
1472,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:7",0.6841349689423245,0.225199219213589
1473,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:8",0.6441034155570058,0.18514524301688454
1474,DoS Hulk,Isolation Forest,"n_est:200,max_samples:110,max_features:9",0.7380296294481934,0.23793027933001665
1475,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:1",0.6114034097834449,0.14576459631708605
1476,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:2",0.6308915107076228,0.1799008823121535
1477,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:3",0.648288736948982,0.19509183438673305
1478,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:4",0.6783547013406908,0.17243040236083318
1479,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:5",0.6602748535760795,0.2025995659321347
1480,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:6",0.6569258237384331,0.17692613104037028
1481,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:7",0.6995600721520161,0.19037323670083509
1482,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:8",0.7568039082925249,0.24409021131116243
1483,DoS Hulk,Isolation Forest,"n_est:200,max_samples:160,max_features:9",0.7454325446882365,0.27475627292113936
1484,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:1",0.6903850673552951,0.44182042334296245
1485,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:2",0.6668637113032909,0.25297046594238415
1486,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:3",0.731338713825579,0.21542414634391704
1487,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:4",0.706039582134153,0.2746766300161888
1488,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:5",0.6533623265234474,0.24899461240070167
1489,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:6",0.7005213846282148,0.20267308968403897
1490,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:7",0.662234656761802,0.20367158186039286
1491,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:8",0.7515520089950913,0.2757287461522829
1492,DoS Hulk,Isolation Forest,"n_est:300,max_samples:10,max_features:9",0.6714989622170008,0.2380609625432302
1493,DoS Hulk,Isolation Forest,"n_est:300,max_samples:60,max_features:1",0.6816751549676243,0.1658213026501629
1494,DoS Hulk,Isolation Forest,"n_est:300,max_samples:60,max_features:2",0.6432647912507807,0.17232169456250188
1495,DoS Hulk,Isolation Forest,"n_est:300,max_samples:60,max_features:3",0.7193579916872387,0.2104303064225912
1496,DoS Hulk,Isolation Forest,"n_est:300,max_samples:60,max_features:4",0.6353440050900646,0.17788274495991313
1497,DoS Hulk,Isolation Forest,"n_est:300,max_samples:60,max_features:5",0.646281258146407,0.21155649784459343
